Player ID,Name,Position,Club,Nat,Height,Weight,Age,Transfer Value,Cro,Dri,Fre,Fin,Fir,Fla,Lon,OtB,Pas,Vis,Acc,Ant,Hea,Jum,Mar,Pac,Pos,Sta,Str,Tck,Agi,Bal,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Ref,TRO,Pun,Thr,Agg,Bra,Cmp,Cnt,Dec,Det,Ldr,Tea,Wor,Cor,L Th,Pen,Tec,Best Pos,Best Role,Best Duty,Agreed Playing Time,F/PT,Wage,Expires
268,Pau CubarsÃ­,D (C),Barcelona,ESP,182 cm,78 kg,18,80000000.0,9,12,8,8,15,9,9,10,14,14,13,13,13,15,14,15,14,12,15,15,13,13,1,2,2,1,1,3,3,1,1,1,2,12,15,15,12,14,16,12,14,14,7,8,9,14,D (C),Wide Centre-Back,Defend,Squad Player,Full Time,87000.0,30/6/2027
269,Marc Cucurella,"D (LC), WB/M (L)",Chelsea,ESP,173 cm,71 kg,26,119000000.0,13,11,7,9,14,10,8,15,12,14,16,16,6,8,12,13,12,15,12,12,15,14,1,1,1,4,1,1,2,1,2,1,1,15,14,15,14,13,18,13,14,14,10,12,7,14,WB (L),Complete Wing-Back,Support,Regular Starter,Full Time,205000.0,30/6/2026
270,Liam Cullen,"AM (R), ST (C)",Swansea,WAL,175 cm,63 kg,26,1000000.0,13,11,14,15,12,10,12,12,12,13,12,12,13,8,8,11,8,12,8,6,12,11,3,1,1,3,1,1,3,3,1,3,3,13,14,11,13,11,16,12,15,14,7,9,14,13,ST (C),Pressing Forward,Attack,Squad Player,Full Time,4700.0,30/6/2026
271,Pablo CuÃ±at,GK,Levante,ESP,188 cm,80 kg,23,1600000.0,1,3,8,1,4,3,1,3,12,9,13,11,1,12,1,9,14,6,8,2,13,10,10,15,8,5,15,13,13,15,13,12,10,10,14,10,10,9,5,13,10,9,7,3,4,4,GK,Sweeper Keeper,Defend,Backup,Full Time,3500.0,30/6/2024
272,Ted Curd,GK,Chelsea,ENG,188 cm,84 kg,19,1500000.0,3,1,6,1,2,1,1,1,13,9,8,13,1,11,3,7,10,4,7,2,10,10,10,12,14,2,12,12,10,11,14,5,10,7,13,10,10,12,3,3,10,9,3,3,1,7,GK,Sweeper Keeper,Defend,Youngster,Full Time,4100.0,30/6/2026
273,Patrick Cutrone,ST (C),Parma,ITA,183 cm,75 kg,27,3300000.0,8,12,7,13,13,10,10,15,11,8,13,15,13,12,5,14,6,14,13,6,13,13,2,3,1,1,3,3,3,1,2,3,2,15,14,13,12,14,14,10,12,14,4,6,12,12,ST (C),Pressing Forward,Attack,-,Full Time,14000.0,30/6/2026
274,Sebastian Dabrowski,D (LC),Swansea,WAL,179 cm,70 kg,19,210000.0,9,9,1,4,6,5,3,4,12,8,9,8,13,8,9,11,10,7,5,15,13,8,3,3,2,2,3,4,2,2,3,2,1,15,15,14,9,13,18,3,8,9,5,7,6,10,D (RL),Central Defender,Defend,Future Prospect,Full Time,750.0,30/6/2025
275,Michael Dacosta GonzÃ¡lez,AM (RL),Bournemouth,ESP,171 cm,66 kg,20,375000.0,10,8,12,12,12,14,2,9,12,8,12,8,2,3,5,11,5,10,6,6,9,7,2,3,3,1,1,3,3,2,1,1,2,5,5,9,1,13,10,8,6,10,8,5,7,9,"AM (RL), ST (RL)",Inside Forward,Support,Youngster,Full Time,475.0,30/6/2025
276,Isaiah Dada-Mascoll,"D (C), DM",Man City,ENG,196 cm,102 kg,19,900000.0,4,5,6,4,11,7,8,6,13,9,13,8,9,17,7,10,10,11,13,13,9,8,3,2,2,3,1,2,3,2,3,1,2,15,8,8,10,11,5,12,8,12,4,1,7,7,D (C),Central Defender,Defend,Youngster,Full Time,3500.0,30/6/2024
277,Patson Daka,ST (C),Leicester,ZAM,183 cm,72 kg,26,9200000.0,8,10,7,15,13,11,11,11,10,12,16,12,10,12,8,16,11,12,11,8,14,13,3,1,2,1,3,2,2,3,2,3,1,5,13,13,13,10,16,9,13,14,6,6,9,12,ST (C),Advanced Forward,Attack,Regular Starter,Full Time,87000.0,30/6/2024
278,DjÃ©nÃ© Dakonam,"D (C), DM",Getafe,TOG,178 cm,71 kg,33,5000000.0,9,9,7,5,11,8,8,11,9,10,16,14,9,10,15,14,14,16,15,15,14,13,1,2,2,2,1,1,2,1,1,1,2,16,17,14,14,14,13,9,16,17,8,12,8,10,"DM, M (C)",Ball Winning Midfielder,Defend,Important Player,Full Time,49000.0,30/6/2024
279,Aston Daley,M (C),Southampton,ENG,177 cm,67 kg,18,75000.0,2,5,4,5,8,5,8,8,8,10,12,7,4,8,3,8,3,11,4,9,8,1,3,1,2,3,1,2,2,1,2,3,1,8,6,4,5,12,12,2,5,7,4,1,2,5,M (C),Central Midfielder,Support,Youngster,Full Time,250.0,30/6/2025
280,Damari Daley,ST (C),Norwich,ENG,181 cm,75 kg,18,110000.0,4,6,4,7,6,4,6,11,6,6,16,7,6,11,4,16,5,10,11,4,11,10,3,3,3,2,2,1,3,3,3,3,3,11,8,6,6,5,12,4,9,10,4,4,5,6,ST (C),Pressing Forward,Defend,Youngster,Youth Contract,250.0,30/6/2024
281,DamiÃ¡n,"DM, M (C)",Celta Vigo,ESP,179 cm,72 kg,22,4300000.0,8,10,10,9,15,5,10,6,15,15,12,11,10,6,12,14,11,8,8,13,15,5,1,2,1,1,2,1,3,3,2,3,2,6,10,12,12,15,3,14,11,12,9,7,4,15,"DM, M (C)",Central Midfielder,Defend,Squad Player,Full Time,2900.0,30/6/2026
282,Mikkel Damsgaard,"M (RL), AM (RLC)",Brentford,DEN,180 cm,71 kg,25,40000000.0,13,15,11,12,13,16,12,14,14,16,13,12,6,6,7,13,7,12,8,7,14,11,2,1,1,2,2,1,1,3,1,2,1,10,10,12,13,12,14,6,12,12,13,6,12,16,"M/AM (RL), ST (RL)",Winger,Support,Regular Starter,Full Time,35000.0,30/6/2028
283,Dani PÃ©rez,M/AM (C),Real Betis,ESP,173 cm,65 kg,19,7600000.0,8,13,8,7,12,12,10,12,12,11,10,11,6,6,6,11,9,12,8,8,11,10,2,2,2,1,3,1,1,2,2,1,1,13,12,9,10,10,14,9,11,13,8,7,10,14,M (C),Mezzala,Support,Future Prospect,Full Time,400.0,30/6/2024
284,Dani RodrÃ­guez,"M (C), AM (RLC)",Mallorca,ESP,178 cm,69 kg,37,325000.0,12,14,11,13,14,13,16,13,12,13,11,12,4,9,5,12,8,11,10,6,11,12,2,1,2,1,1,1,1,2,1,2,1,13,12,13,13,15,4,16,14,14,10,3,10,13,AM (C),Advanced Playmaker,Support,Squad Player,Full Time,11750.0,30/6/2024
285,Dani SÃ¡nchez,D/WB/M/AM (R),Valencia,ESP,174 cm,64 kg,17,450000.0,9,10,8,10,10,11,5,8,8,8,15,9,4,6,9,12,6,8,5,12,12,15,1,2,3,2,1,2,1,1,1,1,1,11,8,5,6,8,6,6,14,10,8,6,7,10,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Full Time,300.0,30/6/2025
286,Matteo Dashi,"M (C), AM (RC)",Crystal Palace,ALB,170 cm,52 kg,18,28000.0,7,12,6,8,14,11,8,12,8,8,13,4,5,3,6,12,4,3,1,7,14,7,1,3,3,3,1,3,3,3,1,1,1,7,4,6,5,8,12,11,11,6,6,3,5,10,"AM (RL), ST (RL)",Inside Forward,Support,Youngster,Youth Contract,250.0,30/6/2024
287,David LÃ³pez,D (C),Mallorca,ESP,195 cm,93 kg,22,500000.0,5,1,1,5,9,5,5,8,6,8,11,6,12,17,14,8,9,6,8,15,11,9,1,2,3,2,1,2,2,1,1,3,2,5,10,9,7,14,13,9,8,10,1,7,3,4,D (C),Central Defender,Defend,Fringe Player,Full Time,750.0,30/6/2025
288,Jaydan Davidson,AM (RL),Derby County,ENG,180 cm,69 kg,20,26000.0,11,11,5,7,7,12,6,10,8,5,13,7,6,7,5,12,5,11,3,6,13,13,1,1,4,3,2,3,1,3,2,3,2,11,6,8,7,4,12,2,6,11,7,5,7,8,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Full Time,650.0,30/6/2024
289,Adam Davies,GK,Sheffield United,WAL,185 cm,77 kg,32,2200000.0,3,1,7,2,9,3,2,7,10,9,10,11,7,14,2,10,13,14,12,2,13,12,14,10,12,8,12,13,12,14,11,12,13,11,13,11,11,11,14,13,13,14,3,3,3,9,GK,Goalkeeper,Defend,Backup,Full Time,29000.0,30/6/2024
290,Alphonso Davies,D/WB/M/AM (L),Bayern MÃ¼nchen,CAN,185 cm,77 kg,24,94000000.0,11,17,11,9,12,16,9,13,12,12,19,11,9,11,9,19,10,15,12,14,14,12,1,2,3,2,2,2,3,1,2,3,1,15,15,12,10,12,17,8,14,16,10,14,11,13,D (L),Complete Wing-Back,Attack,Regular Starter,Full Time,325000.0,30/6/2028
291,Ben Davies,D (C),Oxford United,ENG,185 cm,75 kg,29,4000000.0,12,12,13,8,13,9,7,13,14,12,12,15,15,12,13,13,13,16,14,15,13,13,4,1,1,2,1,3,3,3,1,2,1,13,18,13,11,14,15,12,15,16,11,11,10,13,D (C),Ball Playing Defender,Defend,-,Full Time,28000.0,31/5/2024
292,Ben Davies,"D (LC), WB (L)",Tottenham,WAL,182 cm,76 kg,32,15000000.0,9,6,7,6,12,8,6,10,13,12,12,14,13,14,13,12,14,12,12,14,13,12,3,3,1,2,3,3,2,2,3,3,1,10,12,13,10,14,14,12,13,13,6,8,8,13,D/WB (RL),Inverted Wing-Back,Defend,Squad Player,Full Time,93000.0,30/6/2024
293,Leif Davis,D/WB (L),Ipswich Town,ENG,178 cm,67 kg,25,24000000.0,16,13,14,6,14,11,6,12,13,11,15,14,11,12,13,14,13,16,10,13,13,12,3,2,1,1,2,1,2,3,3,1,1,9,13,13,12,12,12,5,14,15,17,11,6,12,D/WB (RL),Wing-Back,Defend,Important Player,Full Time,10500.0,30/6/2026
294,Bradley de Jesus,"D/WB/M (R), AM (RLC)",Fulham,POR,178 cm,66 kg,19,650000.0,7,12,4,5,12,8,2,9,9,2,12,5,4,5,5,12,6,6,2,8,12,8,1,2,1,1,1,2,3,1,1,1,3,13,6,6,5,9,17,8,11,11,2,1,1,7,"M/AM (RL), ST (RL)",Winger,Support,Youngster,Full Time,650.0,30/6/2024
295,Frenkie de Jong,"DM, M (C)",Barcelona,NED,181 cm,69 kg,28,71000000.0,13,16,13,11,17,15,10,15,17,18,14,17,10,10,9,13,14,14,11,11,16,15,1,3,3,2,1,2,1,2,1,1,3,9,10,16,14,16,15,12,17,13,12,6,11,17,M (C),Advanced Playmaker,Support,Regular Starter,Full Time,350000.0,30/6/2024
296,Giorgio De Marzi,GK,Roma,USA,183 cm,70 kg,18,9000.0,3,1,6,2,1,3,2,1,8,1,9,6,1,9,2,11,4,1,2,1,8,4,11,6,5,5,11,4,8,12,5,6,7,5,14,4,7,12,7,9,4,3,1,2,2,3,GK,Goalkeeper,Defend,Youngster,Youth Contract,250.0,30/6/2024
297,James Debayo,D (C),Leeds Utd,ENG,187 cm,78 kg,19,2800000.0,6,3,1,5,12,5,4,5,14,7,8,9,9,12,10,6,15,7,6,15,5,9,2,2,2,2,1,3,1,1,2,3,2,13,10,12,8,8,12,13,8,9,3,1,7,13,D (C),Ball Playing Defender,Defend,Future Prospect,Full Time,875.0,30/6/2024
298,Alessandro Deiola,"DM, M (C)",Cagliari,ITA,190 cm,85 kg,29,3700000.0,11,11,6,10,10,10,11,13,11,12,12,12,11,15,12,14,13,14,14,12,12,13,3,4,1,1,2,3,1,2,3,3,2,12,12,12,12,13,10,10,14,13,10,12,5,12,"DM, M (C)",Ball Winning Midfielder,Defend,Regular Starter,Full Time,16250.0,30/6/2027
299,Mattia Della Rocca,M (C),Roma,ITA,187 cm,78 kg,19,110000.0,5,3,5,4,13,5,10,7,13,8,13,6,5,12,8,13,7,8,5,9,13,6,3,1,1,3,1,1,1,2,1,3,3,9,7,7,6,9,11,9,6,11,5,5,2,9,M (C),Central Midfielder,Support,Youngster,Full Time,525.0,30/6/2024
300,Alfie Devine,"DM, M/AM (C)",Preston,ENG,182 cm,75 kg,20,7200000.0,8,10,11,10,13,13,12,11,12,12,13,11,9,10,8,13,8,13,10,9,11,13,2,2,1,1,3,3,2,2,3,4,2,14,13,12,8,10,14,7,12,13,8,5,13,12,"M (C), AM (RLC), ST (RL)",Mezzala,Attack,-,Full Time,8250.0,30/6/2024
301,Andrea Di Lazzaro,D/WB (R),Udinese,ITA,170 cm,61 kg,20,40000.0,12,3,3,1,13,5,6,4,6,7,13,4,7,5,8,10,9,7,1,14,13,7,3,1,2,2,2,1,2,2,1,3,3,7,8,7,5,13,16,9,7,7,4,4,1,8,D (RL),Inverted Wing-Back,Defend,Youngster,Full Time,325.0,30/6/2024
302,Giovanni Di Lorenzo,D/WB (R),Napoli,ITA,183 cm,83 kg,31,23000000.0,13,11,3,11,12,6,12,14,13,11,15,14,17,14,14,16,13,18,14,16,14,15,3,3,1,1,3,1,3,2,1,1,2,15,16,13,13,12,17,15,17,17,4,11,10,11,D/WB (RL),Wing-Back,Defend,Important Player,Full Time,125000.0,30/6/2024
303,Alessandro Di Nunzio,"DM, M (C)",Roma,ITA,174 cm,63 kg,18,240000.0,3,1,3,4,12,5,7,5,10,9,11,4,3,4,5,12,2,10,2,11,12,4,1,3,4,1,3,3,3,3,1,3,2,10,6,5,3,12,8,11,5,10,2,1,1,7,M (C),Central Midfielder,Support,Youngster,Youth Contract,250.0,30/6/2024
304,Riccardo Di Trolio,D (R),Coventry,ITA,180 cm,72 kg,19,210000.0,12,7,2,5,12,5,7,6,8,8,13,6,7,8,5,12,10,9,7,10,12,5,3,4,1,3,3,3,4,1,2,1,3,5,8,8,9,12,5,5,7,8,6,7,2,7,D (RL),Inverted Wing-Back,Defend,Youngster,Full Time,400.0,30/6/2024
305,Mouctar Diakhaby,"D (C), DM",Valencia,GUI,192 cm,78 kg,28,4200000.0,5,11,5,6,10,8,5,7,12,11,12,12,15,15,13,12,14,15,15,13,11,13,3,2,2,3,2,3,3,1,2,4,3,14,15,13,11,12,15,13,13,14,5,5,9,9,D (C),Wide Centre-Back,Defend,Squad Player,Full Time,89000.0,30/6/2025
306,KrÃ©pin Diatta,"WB/M (R), AM (RL)",Monaco,SEN,175 cm,68 kg,26,3700000.0,10,13,8,10,13,13,11,10,13,12,14,12,8,8,10,14,8,10,10,10,14,10,3,1,2,3,2,3,2,2,2,1,1,9,15,13,13,11,12,9,11,13,5,3,9,14,"M/AM (RL), ST (RL)",Winger,Attack,Regular Starter,Full Time,68000.0,30/6/2024
307,Brahim DÃ­az,AM (RC),Real Madrid,MAR,170 cm,68 kg,25,36000000.0,12,16,9,13,15,15,12,15,15,15,16,14,6,7,7,14,9,12,6,8,16,13,1,3,4,2,3,1,3,3,3,2,3,9,14,13,14,12,17,8,14,14,12,7,12,16,"M/AM (RL), ST (RL)",Inside Forward,Support,Squad Player,Full Time,165000.0,30/6/2025
308,Diego LÃ³pez,"M/AM (RL), ST (C)",Valencia,ESP,172 cm,62 kg,23,8199999.999999999,10,12,8,14,14,14,12,14,10,10,14,12,13,9,5,16,5,13,8,6,15,12,3,3,2,1,2,2,1,2,1,1,2,14,13,10,8,10,14,6,10,13,9,6,10,14,"AM (RL), ST (RL)",Inside Forward,Support,Squad Player,Full Time,17500.0,30/6/2025
309,Lucas Digne,D/WB (L),Aston Villa,FRA,178 cm,74 kg,31,0.0,15,13,16,8,14,10,13,15,14,13,15,14,12,8,10,14,11,16,11,13,15,13,2,2,3,2,1,3,3,1,3,2,3,13,15,15,13,12,16,8,14,15,13,15,6,14,D/WB (RL),Complete Wing-Back,Support,Regular Starter,Full Time,140000.0,30/6/2026
310,Daryl Dike,ST (C),West Brom,USA,188 cm,100 kg,25,10000000.0,7,10,8,15,11,11,12,13,11,9,14,11,14,13,7,14,7,13,18,7,11,12,3,1,2,2,1,3,2,1,3,2,1,14,13,12,9,11,15,8,12,12,5,7,12,11,ST (C),Target Forward,Support,Regular Starter,Full Time,37500.0,30/6/2024
311,Issa Diop,D (C),Fulham,FRA,194 cm,92 kg,28,20000000.0,3,12,5,6,11,3,9,11,9,9,14,13,15,17,13,14,14,13,16,15,13,14,3,2,1,3,2,3,3,1,2,2,2,14,12,12,12,13,15,14,13,14,3,8,4,12,D (C),Wide Centre-Back,Defend,Squad Player,Full Time,82000.0,30/6/2025
312,Sofiane Diop,"M (RL), AM (RLC)",Nice,MAR,175 cm,65 kg,25,20000000.0,11,14,12,11,14,15,10,13,14,13,15,12,8,6,4,15,6,14,10,8,14,13,3,2,1,3,2,1,1,2,1,1,1,13,13,12,13,12,15,8,12,14,13,2,12,15,"M/AM (RL), ST (RL)",Winger,Support,Important Player,Full Time,23500.0,30/6/2024
313,Jaden Dixon,D (RC),Stoke,ENG,193 cm,78 kg,18,40000.0,8,6,3,3,9,5,4,7,1,8,7,6,11,15,5,4,10,8,7,11,4,8,3,3,3,3,3,2,1,3,2,4,1,15,9,6,13,6,3,7,15,13,4,7,1,7,D (C),No-Nonsense Centre-Back,Stopper,Youngster,Full Time,875.0,30/6/2025
314,Uriah Djedje,"DM, M (C)",Norwich,ENG,191 cm,75 kg,19,55000.0,4,9,5,4,9,4,5,10,11,11,12,13,11,9,10,11,11,14,13,10,9,8,1,2,1,3,4,2,3,2,2,1,1,15,13,12,11,9,13,13,9,12,4,4,5,9,"DM, M (C)",Ball Winning Midfielder,Defend,Youngster,Full Time,700.0,30/6/2025
315,Berat Djimsiti,D (C),Atalanta,ALB,190 cm,83 kg,32,2300000.0,6,7,3,4,9,6,4,6,10,9,10,14,14,15,15,11,13,13,16,14,11,12,1,3,2,2,1,2,2,2,2,2,2,13,16,12,12,12,15,11,14,13,4,4,3,10,D (C),Wide Centre-Back,Defend,Regular Starter,Full Time,32500.0,30/6/2024
316,Tommy Dobson-Ventura,D (C),Southampton,ENG,183 cm,70 kg,19,110000.0,1,1,3,2,4,5,3,3,4,1,10,8,12,5,12,10,12,2,5,12,10,4,2,2,2,1,1,2,2,4,2,2,4,6,6,4,7,12,6,8,3,4,1,1,3,1,D (C),Central Defender,Cover,Youngster,Full Time,575.0,30/6/2024
317,Dodo,D/WB (R),Fiorentina,BRA,166 cm,71 kg,26,11000000.0,13,15,8,8,14,14,8,14,14,14,15,12,7,8,11,15,10,14,14,12,15,16,3,3,2,1,4,1,1,2,1,3,1,12,10,11,11,12,13,8,13,14,9,14,8,15,D/WB (RL),Complete Wing-Back,Support,Important Player,Full Time,43000.0,30/6/2025
318,Danilho Doekhi,D (C),Union Berlin,NED,190 cm,86 kg,27,8400000.0,9,8,4,7,11,9,6,11,12,12,11,14,16,17,13,12,13,14,16,15,11,15,2,3,2,3,3,4,3,3,2,2,1,12,16,13,13,13,16,14,14,14,4,6,6,12,D (C),Wide Centre-Back,Defend,Important Player,Full Time,13500.0,30/6/2024
319,Carlos DomÃ­nguez,D (C),Celta Vigo,ESP,187 cm,83 kg,24,1100000.0,7,8,11,8,11,5,7,8,10,8,11,13,13,13,14,12,15,12,12,15,11,13,1,1,1,1,1,2,1,3,3,3,3,16,13,12,14,13,12,8,11,13,9,7,9,9,D (C),Central Defender,Stopper,Squad Player,Full Time,2800.0,30/6/2026
320,Jamie Donley,"AM (C), ST (C)",Stoke,NIR,179 cm,76 kg,20,13000000.0,11,9,8,14,13,13,11,11,14,14,11,11,11,12,4,11,3,11,12,9,13,12,2,2,1,4,2,2,3,2,2,3,4,13,14,13,12,12,12,7,11,11,7,2,13,12,ST (C),Deep Lying Forward,Support,-,Full Time,4100.0,30/6/2027
321,Ryan Donnelly,"M/AM (R), ST (C)",Leicester,NIR,175 cm,68 kg,18,160000.0,8,11,5,12,11,6,6,10,4,7,13,5,7,6,4,13,2,5,4,3,13,6,3,1,2,2,1,2,1,1,1,3,3,10,5,5,3,7,16,7,6,7,3,4,1,6,"AM (RL), ST (RL)",Inside Forward,Support,Youngster,Youth Contract,65.0,30/6/2024
322,Cheick DoucourÃ©,"DM, M (C)",Crystal Palace,MLI,180 cm,73 kg,25,36000000.0,9,12,8,9,15,10,11,12,15,15,13,15,12,12,14,13,14,14,13,15,13,14,2,4,2,2,1,2,3,4,1,3,2,14,14,14,13,13,15,10,14,14,8,10,10,14,DM,Deep Lying Playmaker,Defend,Regular Starter,Full Time,82000.0,30/6/2027
323,Connor Douglas,M/AM (RL),Leeds Utd,ENG,161 cm,55 kg,19,450000.0,12,8,5,13,11,9,6,7,13,4,13,3,5,2,5,10,1,6,1,6,10,6,3,1,2,3,2,3,1,3,2,3,1,10,5,8,2,13,13,12,7,11,7,5,8,9,"M/AM (RL), ST (RL)",Inverted Winger,Support,Youngster,Full Time,350.0,30/6/2024
324,IsmaÃ«l DoukourÃ©,D (C),Strasbourg,FRA,183 cm,80 kg,21,8400000.0,9,11,7,7,11,8,9,13,12,12,14,13,14,13,14,14,12,12,15,15,13,14,1,1,3,3,2,2,2,2,3,1,3,13,12,12,13,11,14,8,14,15,6,11,7,13,D (C),Wide Centre-Back,Defend,Important Player,Full Time,8750.0,30/6/2026
325,Max Dowman,"M (C), AM (RC)",Arsenal,ENG,183 cm,64 kg,15,1200000.0,9,13,8,11,14,14,10,7,12,13,12,10,8,11,9,14,5,7,6,7,10,9,3,3,3,1,2,3,3,2,3,2,4,11,9,11,6,9,4,4,9,12,8,7,8,14,AM (R),Inverted Winger,Attack,Future Prospect,Youth Contract,250.0,30/6/2025
326,JoÃ«l Drommel,GK,Sparta Rotterdam,NED,193 cm,87 kg,28,8000000.0,3,4,7,3,7,8,2,1,12,8,10,12,3,14,1,10,13,14,11,3,13,14,13,14,14,13,12,14,13,14,8,11,13,8,11,13,12,13,15,13,12,14,6,3,4,9,GK,Goalkeeper,Defend,-,Full Time,10000.0,30/6/2025
327,Domingos Duarte,D (C),Getafe,POR,190 cm,84 kg,30,1600000.0,5,8,5,8,10,7,5,7,10,7,11,12,13,14,14,12,14,14,14,13,11,13,3,1,2,2,2,1,3,1,3,1,1,14,14,12,14,12,14,13,14,13,3,8,10,10,D (C),Wide Centre-Back,Defend,Regular Starter,Full Time,23500.0,30/6/2024
328,Harrison Dudziak,M/AM (C),Arsenal,ENG,185 cm,78 kg,19,425000.0,6,8,4,8,13,9,10,8,12,13,11,7,6,9,8,12,8,7,8,9,10,6,3,3,3,2,3,2,2,2,1,1,2,15,6,9,6,11,14,10,13,11,6,1,1,9,"DM, M (C)",Central Midfielder,Defend,Youngster,Full Time,725.0,30/6/2025
329,Archie Duerden,D (C),Aston Villa,ENG,194 cm,84 kg,19,40000.0,3,1,1,2,3,5,4,4,4,1,3,10,11,11,12,6,13,6,7,12,7,5,2,1,3,2,2,1,1,2,1,1,1,10,7,5,3,12,14,11,2,5,1,1,1,3,D (C),Central Defender,Defend,Youngster,Full Time,450.0,30/6/2024
330,Denzel Dumfries,D/WB/M (R),Inter,NED,189 cm,80 kg,29,99000000.0,13,12,4,12,12,11,11,17,12,11,17,13,15,15,11,18,11,15,15,14,14,15,1,1,4,3,3,3,1,2,2,1,1,17,14,12,9,12,16,9,13,14,11,13,11,12,D/WB (RL),Wing-Back,Support,Regular Starter,Full Time,115000.0,30/6/2026
331,Joe Duncan,GK,Bristol City,ENG,190 cm,83 kg,19,26000.0,1,3,6,1,3,3,1,3,8,6,12,5,1,15,1,9,10,2,7,1,6,7,8,10,5,3,10,8,9,12,5,8,3,14,12,4,8,14,6,12,3,6,2,1,3,6,GK,Goalkeeper,Defend,Youngster,Full Time,425.0,30/6/2025
332,Jimmy Dunne,D (C),QPR,IRL,183 cm,75 kg,27,475000.0,5,7,6,8,8,6,7,5,8,7,11,13,13,14,11,11,13,14,13,12,10,12,1,2,1,1,3,3,2,2,3,1,2,15,15,11,13,11,15,11,12,13,6,10,8,9,D (C),No-Nonsense Centre-Back,Stopper,Regular Starter,Full Time,10000.0,30/6/2024
333,Hugo Duro,"AM (LC), ST (C)",Valencia,ESP,182 cm,76 kg,25,11500000.0,12,13,11,13,12,12,12,15,13,13,14,14,12,11,7,14,9,14,13,9,13,11,1,1,2,3,1,4,1,2,2,3,3,14,15,15,14,13,15,12,12,17,11,9,15,12,ST (C),Pressing Forward,Attack,Regular Starter,Full Time,93000.0,30/6/2026
334,Paulo Dybala,"AM (RC), ST (C)",Roma,ARG,177 cm,79 kg,31,11000000.0,14,16,16,15,16,18,16,13,16,16,13,15,10,6,3,12,3,8,9,2,17,17,2,1,1,3,3,2,1,3,3,1,3,9,9,12,10,13,14,11,13,11,14,3,15,18,AM (C),Attacking Midfielder,Support,Regular Starter,Full Time,300000.0,30/6/2024
335,Kaleb Dyke,D/M/AM (R),QPR,ENG,178 cm,67 kg,17,75000.0,11,10,3,12,9,9,7,6,12,6,13,9,2,8,8,12,4,7,4,8,8,2,2,3,1,2,3,2,1,3,3,3,1,12,7,6,7,13,10,1,7,6,5,2,5,7,"M/AM (RL), ST (RL)",Inverted Winger,Support,Youngster,Youth Contract,250.0,30/6/2025
336,Albert Eames,D (R),Watford,ENG,182 cm,66 kg,19,35000.0,9,2,1,1,9,6,5,4,6,6,12,6,3,8,6,12,7,10,4,10,14,6,1,1,3,2,2,2,1,1,3,2,1,9,4,5,6,11,15,5,5,6,4,2,1,5,D (RL),Full-Back,Defend,Youngster,Full Time,350.0,30/6/2025
337,Owen Eames,"M (C), AM (RC)",Derby County,ENG,169 cm,56 kg,18,75000.0,4,8,4,9,12,9,6,7,6,11,13,7,1,5,5,13,6,12,1,6,11,3,3,3,2,2,3,1,3,2,3,3,1,14,6,4,3,8,8,4,6,13,4,2,5,9,"AM (RL), ST (RL)",Inside Forward,Support,Youngster,Youth Contract,65.0,30/6/2024
338,Enzo Ebosse,"D (LC), WB (L)",Hellas Verona,CMR,185 cm,77 kg,26,3800000.0,11,10,4,5,12,10,6,12,12,11,13,12,13,13,13,13,14,14,15,14,13,11,3,1,1,1,2,3,1,3,1,2,3,10,13,11,11,11,11,7,13,13,5,11,6,12,D (RL),Inverted Full-Back,Defend,-,Full Time,11750.0,30/6/2025
339,Josh Eccles,"D/WB (R), DM, M (C)",Coventry,ENG,181 cm,66 kg,25,8600000.0,11,11,10,9,11,10,9,10,14,13,12,11,11,10,12,11,11,15,9,13,11,11,2,1,2,2,1,3,3,2,3,2,1,14,12,12,11,14,13,7,15,14,10,6,9,12,"DM, M (C)",Ball Winning Midfielder,Support,Regular Starter,Full Time,2900.0,30/6/2025
340,Ederson,"DM, M/AM (C)",Atalanta,BRA,183 cm,86 kg,25,36000000.0,11,14,8,13,14,15,13,16,14,14,14,16,14,10,12,14,13,15,13,13,14,13,2,3,4,3,4,1,3,4,2,3,3,13,12,13,13,14,15,8,15,14,8,6,10,15,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,Important Player,Full Time,57000.0,30/6/2024
341,Samuel Edozie,AM (RL),Southampton,ENG,181 cm,71 kg,22,15000000.0,10,15,7,11,12,16,8,12,12,10,15,6,6,11,7,16,9,15,9,10,14,14,1,3,3,3,3,2,2,2,1,1,1,9,11,10,10,12,13,6,12,15,7,4,7,14,"M/AM (RL), ST (RL)",Winger,Support,Regular Starter,Full Time,17500.0,30/6/2025
342,Tom Edozie,AM (C),Wolves,ENG,180 cm,69 kg,20,100000.0,5,6,5,6,13,10,6,10,8,6,13,6,7,5,4,13,5,4,4,3,13,6,1,1,2,1,2,2,1,2,2,1,4,5,7,10,6,7,12,5,6,7,5,5,1,10,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Attack,Youngster,Full Time,250.0,30/6/2024
